sale_id,sale_reference,product_id,customer_id,employee_id,quantity,sale_date,state,town,method_of_payment
693,ce09d360,107,242,12,1,2/3/2021 0:44,Mississippi,Curtisport,Credit Card
694,3127df3d,85,51,9,2,8/25/2025 11:43,Missouri,Williamschester,Credit Card
695,a17e2d5a,39,245,14,5,8/2/2023 1:10,New York,East Amber,Credit Card
696,0b51d694,6,475,11,5,9/23/2022 15:50,Iowa,Amandatown,Debit Card
697,ef85d11c,110,25,12,3,6/15/2021 8:26,Ohio,North Blake,Credit Card
698,d7d1501d,46,148,10,5,5/24/2020 18:09,South Dakota,Lake Samanthafurt,Credit Card
699,ec9c7242,4,88,5,2,3/11/2020 4:24,Utah,Dianeton,Credit Card
700,e90081c2,96,17,10,2,10/2/2020 8:15,Vermont,Gravesborough,Mobile Payment
701,dfd3cba8,94,130,5,2,5/13/2022 21:09,Ohio,Gilesview,Cash
702,1d27e115,139,141,7,1,10/28/2024 23:59,Maine,Courtneyside,Credit Card
703,51445896,56,293,15,4,10/25/2022 5:07,New Jersey,Melanieview,Mobile Payment
704,7b4522f4,149,194,4,5,7/13/2020 8:51,Louisiana,Lake Michaelside,Cash
705,dd3d9260,42,362,6,3,1/22/2024 23:10,Oklahoma,Mullinsmouth,Mobile Payment
706,3df9e179,88,298,13,1,4/9/2022 22:07,Tennessee,North Alyssa,Debit Card
707,e160c5da,63,376,3,2,5/25/2025 5:31,Illinois,South Thomasland,Credit Card
708,2625fced,133,376,8,3,3/9/2020 17:27,Maryland,East Curtishaven,Cash
709,187d4f06,89,394,5,4,1/13/2025 22:31,Connecticut,West Andrewborough,Debit Card
710,42ab91c6,91,446,1,3,2/26/2022 14:54,Wyoming,Joebury,Mobile Payment
711,36ab2c4d,24,9,13,1,10/19/2024 21:13,New Hampshire,East Debbie,Debit Card
712,7ebca49c,83,475,15,2,7/1/2024 1:03,Arkansas,Benjaminshire,Debit Card
713,337f6e48,56,94,9,3,7/2/2023 17:14,Kentucky,Smithside,Debit Card
714,c02a3540,150,182,4,4,6/22/2022 8:19,Oklahoma,Port Jacob,Debit Card
715,94f6babf,49,241,12,3,10/5/2025 1:51,Vermont,Brianfurt,Mobile Payment
716,afa01488,138,42,13,1,11/13/2025 12:54,Connecticut,West Julie,Credit Card
717,3b438382,71,85,14,1,12/6/2021 21:20,Nevada,West Jeffreyberg,Credit Card
718,4c34790e,72,397,1,4,5/30/2023 22:08,Alaska,Lopeztown,Mobile Payment
719,7435d0e4,10,359,11,1,6/30/2024 23:25,Wyoming,Youngstad,Cash
720,ed0ec75b,53,142,7,1,12/28/2024 4:33,Maryland,Katherinehaven,Cash
721,d316ade7,54,472,8,3,11/23/2020 4:58,Georgia,Lake Michael,Debit Card
722,64e62176,139,369,4,5,10/21/2022 8:41,Utah,Villanuevaville,Debit Card
723,9106c437,109,275,3,5,11/25/2023 16:46,Kansas,Torresborough,Mobile Payment
724,e579d7fd,26,167,1,1,10/20/2020 3:43,Alaska,East Ginahaven,Credit Card
725,7455a3d1,3,203,13,2,6/1/2024 15:56,California,West Jamieborough,Debit Card
726,1c644a5d,34,389,15,2,3/21/2025 11:54,New York,South Johnview,Debit Card
727,9a91192b,103,370,11,4,10/14/2021 11:35,Nebraska,South Coryfort,Cash
728,64caf34f,42,108,4,3,3/2/2025 6:01,New Jersey,East Lucas,Mobile Payment
729,040f944d,18,215,7,4,7/8/2025 15:54,Nebraska,Smithmouth,Cash
730,e77e9c1d,130,10,15,3,11/12/2020 22:48,Wyoming,Jessicaton,Credit Card
731,69dd33f7,37,483,15,5,11/4/2020 12:30,Maryland,New Johnville,Debit Card
732,5592c64c,82,425,1,1,5/8/2022 23:44,Michigan,Jenniferville,Cash
733,b8c373d8,26,165,12,4,3/6/2025 6:26,Arkansas,Lucashaven,Cash
734,69b91983,5,141,6,4,12/28/2024 17:24,Louisiana,West Juanshire,Credit Card
735,49b104e0,133,144,13,1,10/26/2024 15:24,Minnesota,Smithburgh,Debit Card
736,b2e0dc5d,115,221,15,4,2/15/2021 11:18,Kentucky,South Jasonchester,Credit Card
737,d2ce10a9,27,220,1,5,10/22/2024 15:52,Arkansas,Jessicaberg,Debit Card
738,043fda5a,34,161,14,1,5/12/2020 21:23,Wyoming,Christinafurt,Credit Card
739,6649679d,132,202,15,4,5/21/2021 13:54,Ohio,Port Brettport,Debit Card
740,4d8f1e79,87,130,10,4,6/13/2022 7:51,Massachusetts,Reeseborough,Mobile Payment
741,0aa530f0,48,122,3,1,4/5/2021 17:56,Virginia,Lake Sherri,Mobile Payment
742,55f55408,23,449,3,5,12/16/2024 1:23,New Mexico,Solomonport,Credit Card
743,11c609b8,2,312,7,2,1/12/2023 12:08,Maine,North Elizabethmouth,Credit Card
744,c4ded17a,16,161,6,2,2/19/2021 5:42,Alabama,Melanietown,Mobile Payment
745,6fdf71d0,105,257,13,1,1/16/2022 13:48,Pennsylvania,Petersonshire,Mobile Payment
746,4108d295,59,278,14,5,2/15/2022 4:01,Arizona,Elizabethville,Debit Card
747,6d873a21,101,471,2,3,1/10/2020 23:17,Washington,East Stephenborough,Mobile Payment
748,71027626,102,248,1,1,9/20/2025 10:39,Tennessee,Amyton,Credit Card
749,fc13e390,66,241,14,1,12/1/2023 10:06,Georgia,Harrismouth,Cash
750,e62f9623,115,322,7,1,10/21/2021 20:35,Connecticut,Lake Jessica,Cash
751,a81841d6,54,251,5,1,5/5/2025 8:30,Oregon,Jeremyhaven,Debit Card
752,3b05a18f,115,8,1,4,8/28/2021 16:24,Georgia,Amberburgh,Credit Card
753,008e1ce3,115,228,11,3,8/22/2020 3:31,Kansas,Fostermouth,Cash
754,961718b7,147,313,14,5,10/19/2025 23:53,Arkansas,Hernandezfort,Cash
755,dd62f228,85,426,2,1,12/2/2025 23:40,New Jersey,Smithfurt,Debit Card
756,f415f9f6,40,168,13,2,6/8/2024 16:59,Illinois,East Javierland,Credit Card
757,8e3440ef,99,92,3,4,1/26/2025 9:23,Illinois,West Scott,Cash
758,bd9805bc,3,361,6,4,6/25/2024 16:21,Arizona,Jeremyville,Mobile Payment
759,b1d18ea5,58,480,12,3,1/3/2021 13:28,Connecticut,West Martinmouth,Credit Card
760,d669a7b9,77,10,4,5,9/28/2023 20:00,Idaho,South Justinstad,Cash
761,aa2b0883,80,5,6,3,1/20/2022 6:35,New Hampshire,South Matthew,Mobile Payment
762,716ee203,73,66,14,1,12/6/2020 15:30,Michigan,Torresfort,Mobile Payment
763,97a795dd,57,132,10,2,10/26/2022 17:00,Kansas,Lake Mary,Credit Card
764,e2cfe532,137,180,10,4,10/30/2023 19:30,Wisconsin,Johnville,Mobile Payment
765,ece2eee2,63,415,9,2,7/6/2024 13:19,Rhode Island,Paulland,Debit Card
766,089702f2,24,412,7,5,5/4/2022 5:36,Maryland,South Jennifer,Mobile Payment
767,be15f097,15,280,6,3,6/22/2025 16:35,Nebraska,Espinozaton,Cash
768,e7379e1f,137,418,6,1,1/21/2020 23:40,Indiana,South Pammouth,Mobile Payment
769,a707618f,16,30,10,2,9/2/2022 9:20,Hawaii,East Robert,Debit Card
770,929b3a12,91,356,6,1,3/19/2025 10:23,New Jersey,Port Micheal,Debit Card
771,36952c16,42,249,9,2,9/23/2020 23:41,New York,Kimfort,Mobile Payment
772,aacde902,81,177,15,3,3/17/2023 10:28,Ohio,North Jonfurt,Debit Card
773,eb6d55a7,134,46,4,1,4/18/2025 7:53,New Jersey,Port Shannon,Debit Card
774,ec66d514,96,186,10,3,4/12/2021 0:25,Texas,Garnerbury,Debit Card
775,0c9b57dc,100,295,15,5,9/21/2023 20:02,Utah,West Stephenbury,Credit Card
776,7be0d163,64,85,15,1,5/4/2021 6:46,Montana,Port Juliestad,Mobile Payment
777,eb94c3fb,57,68,11,4,11/20/2022 6:08,Oregon,West Seanmouth,Credit Card
778,76caed7c,72,212,1,4,6/12/2025 10:57,Massachusetts,Deanbury,Credit Card
779,df9d381b,102,467,3,3,11/28/2020 4:54,Idaho,South Joannaland,Mobile Payment
780,03d5db85,150,243,9,5,4/2/2022 15:39,West Virginia,Port Larryhaven,Credit Card
781,17256bff,33,227,8,2,4/28/2025 13:26,North Carolina,Stevenview,Mobile Payment
782,e133f716,127,319,1,1,5/8/2020 11:11,New York,Davidport,Debit Card
783,1bf27492,28,169,11,2,2/22/2022 8:43,Tennessee,Port Michael,Cash
784,4c2959ad,19,52,15,4,11/19/2021 0:54,Kentucky,Lake Sarahaven,Mobile Payment
785,d4a87540,123,57,13,5,10/13/2023 8:33,South Carolina,Longbury,Mobile Payment
786,0dd18809,40,364,15,5,5/1/2025 8:15,North Carolina,Lake Kevinview,Credit Card
787,c74139da,21,355,13,3,3/26/2020 9:15,Rhode Island,Sheltonland,Debit Card
788,920e8eb0,56,185,15,3,4/28/2020 15:34,North Dakota,Evelynshire,Debit Card
789,51194a5d,24,335,8,1,11/27/2025 12:44,Arizona,South Garrettfort,Cash
790,010e439e,68,423,14,2,10/15/2022 4:01,Rhode Island,Randyport,Mobile Payment
791,e7a5823e,91,424,4,3,4/1/2020 22:12,Nevada,Schmidtfort,Cash
792,cd200f7c,91,137,5,2,3/24/2021 19:50,Kansas,Joelside,Mobile Payment
793,f423543d,95,19,3,2,1/4/2022 23:44,Arkansas,Port Karen,Credit Card
794,bcdacaeb,24,446,1,4,2/24/2023 3:09,South Carolina,Ambermouth,Debit Card
795,06c50297,6,463,13,1,10/13/2020 13:58,Montana,Freyville,Credit Card
796,59723da8,108,54,10,5,2/28/2021 6:02,Minnesota,Christianhaven,Cash
797,20b49258,131,456,3,1,1/22/2021 2:56,Illinois,Smithshire,Credit Card
798,d170da8c,33,347,4,2,2/17/2020 10:49,Illinois,Reedmouth,Debit Card
799,03c625f5,27,261,7,5,8/23/2021 12:34,Washington,Stephensonbury,Debit Card
800,29c5125b,109,459,6,3,6/2/2022 17:19,Kentucky,Traceyview,Mobile Payment
801,440c2bfd,78,379,10,4,10/12/2025 11:14,Alaska,Port Susan,Credit Card
802,de047636,90,408,4,3,6/20/2025 11:47,Wyoming,Kimport,Debit Card
803,682ef61a,137,349,4,5,12/17/2025 21:04,Vermont,Wheelerside,Credit Card
804,de1e3409,88,263,9,4,11/11/2023 7:02,Indiana,New George,Cash
805,fce62d3c,74,69,10,5,11/9/2020 1:37,Florida,Knightview,Cash
806,713049f6,95,30,9,1,1/22/2023 22:46,New Mexico,Patelton,Debit Card
807,bfe008f8,20,498,13,4,2/19/2021 12:35,Colorado,North Sabrinaton,Mobile Payment
808,9ebc95aa,88,290,14,3,12/4/2021 12:52,Hawaii,Wandaview,Credit Card
809,6.55E+06,96,289,11,4,7/4/2024 19:21,Montana,West Cameron,Debit Card
810,17e790e8,19,306,3,4,9/1/2021 22:27,Indiana,Amandaport,Debit Card
811,f204c4ac,20,128,2,2,11/5/2020 15:51,Arkansas,West Annaville,Debit Card
812,80118c4d,18,481,3,3,4/16/2022 22:24,Utah,North James,Mobile Payment
813,65321d2c,116,230,10,3,9/14/2025 0:22,Ohio,South Deborah,Cash
814,0af289dd,119,261,9,2,8/21/2020 19:46,Wisconsin,Duffyton,Mobile Payment
815,35edda5f,4,128,10,2,12/11/2022 8:50,Maryland,Franklinland,Credit Card
816,1304a28d,85,407,12,1,8/8/2024 14:37,Oregon,East Johnstad,Cash
817,89563be2,11,191,5,4,10/7/2022 16:49,Nevada,Lucasport,Cash
818,3f0b6439,100,115,13,1,1/18/2025 7:46,Iowa,Lake Justinton,Mobile Payment
819,91b20416,145,388,9,1,1/9/2021 0:25,Wisconsin,East Erin,Cash
820,f9a72b7f,25,3,4,5,5/17/2023 11:24,Ohio,Lindamouth,Mobile Payment
821,68a542a4,96,131,9,5,2/7/2022 6:42,Kentucky,West Eric,Credit Card
822,77b2f755,138,213,5,2,1/19/2022 19:02,South Dakota,South Bianca,Mobile Payment
823,cf3c8df5,9,81,12,2,7/30/2020 14:11,Washington,Lake Regina,Mobile Payment
824,11b17bb4,66,311,13,3,12/30/2024 14:53,North Dakota,New Courtney,Debit Card
825,0e665744,33,301,11,2,5/13/2024 7:25,Tennessee,Evelynchester,Debit Card
826,5cabc27b,99,352,7,3,2/12/2024 4:16,Washington,New Ellen,Credit Card
827,28168c3a,65,379,2,2,6/8/2023 5:17,Louisiana,Terrellmouth,Debit Card
828,cf8136d6,130,53,15,4,10/21/2023 17:25,Wyoming,Port Aaronbury,Cash
829,498df560,35,313,8,2,6/10/2022 6:59,Wyoming,East Jason,Credit Card
830,f0b57ef8,148,327,2,3,8/9/2020 22:41,North Dakota,Ochoamouth,Mobile Payment
831,4075676c,94,394,13,2,4/18/2021 1:06,Wyoming,South Adam,Debit Card
832,81e1f0d1,99,468,13,4,2/10/2021 16:35,Idaho,South Whitneystad,Cash
833,15277c48,55,88,10,3,7/23/2023 13:03,West Virginia,South Cassidyport,Cash
834,f2a11783,126,348,12,3,5/16/2022 19:49,Utah,Hallstad,Debit Card
835,63bfcc35,63,228,10,4,12/13/2020 23:41,Utah,Lake David,Mobile Payment
836,36741340,24,495,13,1,4/24/2024 1:55,Kentucky,Jonesfort,Cash
837,de23b78b,72,491,4,4,10/14/2022 12:18,South Dakota,Thompsontown,Cash
838,b0119eed,69,461,5,1,3/2/2020 21:21,Pennsylvania,West Jose,Debit Card
839,7362d4f9,12,92,1,1,6/11/2021 21:44,California,East Megan,Mobile Payment
840,0b288278,140,262,1,3,4/27/2022 3:47,Delaware,Morgantown,Debit Card
841,7fe9fbc6,36,101,2,3,9/25/2020 9:46,South Carolina,North Maureenview,Mobile Payment
842,a03520f5,115,389,2,3,1/9/2020 0:26,Maryland,South Darren,Cash
843,2cc8faaa,135,373,14,1,4/1/2021 12:25,Maryland,Kevinton,Cash
844,4346ff9b,41,329,2,5,10/9/2020 17:10,Kentucky,Wagnermouth,Cash
845,ebd262d3,88,270,12,2,7/1/2023 21:04,Maryland,East Wesleyberg,Cash
846,79cddb7e,77,498,13,2,6/4/2021 21:01,North Dakota,Brownside,Cash
847,76ccccc4,100,217,9,1,2/2/2020 1:30,Maryland,Lambmouth,Debit Card
848,cbd6f3be,123,394,9,2,3/21/2025 17:24,Georgia,South Robert,Cash
849,7f4d0f33,19,476,2,5,1/11/2021 21:52,Kansas,Nancytown,Cash
850,4d7b59c1,5,372,2,2,3/15/2023 13:22,Utah,Aprilland,Cash
851,a3d67b12,54,389,8,4,11/29/2024 11:27,Iowa,Carlsonton,Mobile Payment
852,df5e9df5,79,64,13,2,1/18/2021 4:46,New York,West Douglas,Debit Card
853,40038486,108,403,12,1,1/4/2022 23:29,Oregon,Onealville,Credit Card
854,e5850198,117,396,14,1,11/23/2024 15:24,Florida,Millerbury,Cash
855,19fd6064,25,260,3,3,5/8/2023 0:14,Kentucky,Robinchester,Cash
856,42332577,27,341,4,5,11/10/2024 5:26,Utah,Angelhaven,Credit Card
857,c669e819,95,126,3,2,9/20/2021 0:15,Minnesota,Garciabury,Cash
858,d056bc3e,77,215,8,2,12/5/2021 19:51,Illinois,Josephville,Cash
859,4675199c,21,482,1,5,10/26/2023 4:41,Ohio,Fosterland,Cash
860,3c6f0a33,18,240,5,5,1/21/2021 8:36,North Dakota,North Christophertown,Credit Card
861,47fff031,140,281,8,5,11/16/2023 23:55,California,Briannafurt,Mobile Payment
862,bbe71d5e,44,231,15,4,6/12/2022 9:37,Hawaii,Stacyside,Cash
863,f91809c2,78,326,13,4,9/28/2021 12:02,Utah,East Kristine,Debit Card
864,d5a0ff97,73,343,11,5,8/2/2024 13:42,Virginia,Cabreraville,Cash
865,0afc6a9b,56,146,4,1,7/26/2025 9:59,Florida,New Wesleymouth,Cash
866,16a4d4a2,10,223,1,2,10/8/2024 18:05,Minnesota,West Karenchester,Debit Card
867,5b2e670e,132,425,15,3,7/14/2021 8:02,Alaska,North Michael,Debit Card
868,41a2fb2c,30,388,14,2,5/10/2022 1:41,Oklahoma,East Shaneburgh,Cash
869,accb0485,47,252,3,2,2/7/2021 17:23,Colorado,Cookshire,Credit Card
870,e6621c76,28,274,5,5,7/16/2024 11:17,Wisconsin,South Robertside,Credit Card
871,0060c11b,24,176,5,4,6/11/2025 1:58,Michigan,South Wendy,Credit Card
872,2ee9dde4,135,257,9,5,4/19/2024 11:24,Colorado,Paulaview,Credit Card
873,6cf6bde1,90,304,7,1,11/18/2020 21:56,New York,Sellersside,Debit Card
874,d6ba50ef,89,55,3,5,5/15/2025 2:27,New York,North Karaborough,Mobile Payment
875,53d25368,99,333,12,4,11/5/2025 7:08,South Carolina,Carterfurt,Cash
876,dce6d5e6,91,438,5,3,6/15/2020 15:59,Minnesota,Davisberg,Credit Card
877,26692f71,98,488,13,2,1/28/2023 2:22,South Dakota,Millermouth,Debit Card
878,ee1c821a,103,366,14,5,2/3/2020 12:24,Oklahoma,South Ashleestad,Cash
879,4e1776ee,52,60,5,2,8/1/2025 7:01,Tennessee,Port David,Debit Card
880,746b131c,43,334,13,3,2/9/2024 6:08,Texas,New Jamestown,Credit Card
881,f04de4da,99,82,1,1,10/25/2024 16:26,Kentucky,Hornefurt,Mobile Payment
882,6823e86c,140,160,7,4,4/28/2024 20:51,North Dakota,West Mary,Cash
883,de894f1c,27,344,5,1,1/28/2025 15:58,Vermont,West Josephhaven,Cash
884,089aa623,89,12,4,3,4/17/2022 14:48,Alabama,Phillipburgh,Cash
885,5261dca9,19,327,15,3,7/8/2022 8:21,Hawaii,South Jorge,Mobile Payment
886,1d81bb69,113,466,7,5,2/25/2021 12:55,Alaska,Salazarport,Cash
887,ec1be7c8,6,464,8,1,2/21/2021 6:27,New York,Marymouth,Cash
888,e2b23cb5,29,68,15,4,11/20/2020 4:08,Virginia,Michaelville,Credit Card
889,2846bd07,79,332,14,5,5/2/2025 15:46,Georgia,Brianport,Cash
890,7ffa2ce4,8,490,14,4,3/17/2021 9:32,Nevada,Jordanborough,Mobile Payment
891,8077ab4c,10,409,11,4,6/25/2025 4:36,South Dakota,Jefferyfort,Cash
892,1a100059,15,113,7,1,7/28/2021 6:58,South Carolina,North Elizabeth,Credit Card
893,b23377d8,93,110,3,5,1/5/2025 0:23,Tennessee,Phillipschester,Credit Card
894,3ba2961c,50,24,1,4,6/11/2025 1:54,Idaho,North Markhaven,Credit Card
895,c0fc40eb,116,33,1,3,2/10/2022 11:50,Florida,Jasontown,Credit Card
896,1e5a01d0,31,285,13,1,9/2/2025 23:28,Oklahoma,Riceview,Credit Card
897,9044e552,79,449,2,5,9/8/2024 21:06,South Dakota,East Nathantown,Credit Card
898,a2b897e9,48,4,11,3,6/17/2025 11:49,North Dakota,Thomasberg,Credit Card
899,ba48bd25,16,189,11,4,7/14/2020 13:03,Michigan,Lake Brandon,Debit Card
900,d472a157,80,132,7,5,12/17/2022 5:36,Wyoming,South Williamburgh,Credit Card
901,a3f65192,145,417,3,3,6/8/2023 19:43,Indiana,Staceyfurt,Debit Card
902,11cca4f2,28,358,10,2,2/5/2024 22:35,Idaho,Harveychester,Debit Card
903,a4317fa9,58,397,2,3,2/29/2024 10:24,Wyoming,Port Samantha,Cash
904,19003c84,119,469,4,5,10/26/2024 2:23,Virginia,Mejiamouth,Cash
905,39fba9f1,48,317,15,4,1/18/2022 4:48,Georgia,Orozcoshire,Debit Card
906,966ee3f8,65,124,1,1,11/12/2024 16:05,Georgia,Debramouth,Cash
907,322b8883,55,342,7,4,4/29/2021 11:25,Virginia,Johnside,Credit Card
908,1f20af5f,149,120,10,3,3/9/2021 14:50,Washington,Jacksonfort,Cash
909,20d43ab7,83,466,6,1,4/28/2021 3:46,Rhode Island,Charlesborough,Mobile Payment
910,b209985a,88,438,7,2,1/27/2024 17:12,Illinois,Christineview,Credit Card
911,129998c1,98,243,15,4,11/24/2021 6:51,Florida,East Carolynview,Mobile Payment
912,46fdb760,124,130,10,1,9/19/2021 12:30,Montana,Diazton,Cash
913,c736aa24,41,207,10,4,3/12/2021 22:47,Delaware,Gomezshire,Cash
914,55bf1d74,105,447,12,1,10/13/2021 2:45,Missouri,Port Melanie,Mobile Payment
915,4c58eeac,12,91,15,3,3/12/2021 6:02,Nevada,Morrisshire,Credit Card
916,02834d93,38,426,13,4,7/19/2020 9:57,Oregon,West Kennethton,Credit Card
917,612b8e7c,44,255,5,5,5/11/2022 0:29,Ohio,Ryanfort,Debit Card
918,84b7840e,111,99,12,1,9/6/2025 2:27,Ohio,South Antoniofort,Cash
919,8cd0c38e,48,248,4,2,2/10/2020 2:20,Indiana,Savannahmouth,Mobile Payment
920,7f9bd55f,140,359,3,4,5/20/2021 21:31,Indiana,Stonemouth,Mobile Payment
921,51c116fc,103,87,11,2,3/11/2021 1:29,Montana,Grayport,Debit Card
922,a6a65f07,87,239,4,3,4/9/2020 7:29,Indiana,Taylorberg,Mobile Payment
923,d19331a6,111,292,11,2,11/14/2025 7:53,Idaho,West Aliciaberg,Cash
924,3f8db333,142,98,15,5,10/12/2021 9:03,Wisconsin,Paulland,Mobile Payment
925,34c1d059,25,433,10,1,1/31/2021 2:29,Iowa,Rayshire,Mobile Payment
926,1f799778,59,496,12,4,9/21/2021 0:36,Arkansas,Rachelchester,Mobile Payment
927,a7bf7be0,146,25,15,1,3/20/2022 15:50,Utah,Nancyberg,Credit Card
928,1d14a4e5,5,313,6,2,5/18/2022 12:00,Idaho,Tanyaville,Mobile Payment
929,5d480ac5,125,86,13,1,6/5/2022 2:39,Maryland,North Elizabeth,Debit Card
930,9fd0ff48,88,347,11,2,9/19/2021 21:41,Ohio,Jonathanchester,Debit Card
931,83b09b76,111,481,4,4,3/31/2020 15:42,Arkansas,Annettemouth,Cash
932,b9d2dd2f,75,341,12,5,8/27/2023 19:51,Montana,Tinahaven,Debit Card
933,c65f3d29,60,350,12,4,7/29/2022 14:40,Delaware,Lopeztown,Credit Card
934,f3dabe51,150,320,8,2,11/7/2025 20:00,North Carolina,Johnfort,Cash
935,534414d0,60,128,4,5,7/27/2022 23:45,New Hampshire,Michaelmouth,Debit Card
936,170e9b26,106,209,6,2,1/12/2024 12:43,Kentucky,North Kevin,Credit Card
937,8359188,32,240,10,4,7/24/2024 12:00,Nebraska,New Josephtown,Debit Card
938,e4c54aaa,125,348,9,5,1/5/2025 3:06,Nebraska,Robertsonhaven,Debit Card
939,0fac2c20,101,299,4,3,8/12/2022 23:32,Florida,Scottchester,Mobile Payment
940,3d97491a,142,292,9,5,6/20/2021 3:16,Colorado,South Sarabury,Mobile Payment
941,e578203d,108,260,13,3,11/13/2021 12:26,North Carolina,Michelestad,Mobile Payment
942,4c320f3e,106,239,8,5,10/4/2025 2:57,North Dakota,Robersonville,Cash
943,aebe6421,106,263,5,4,5/3/2020 3:21,South Dakota,New Terrencemouth,Debit Card
944,4e0ec9a8,146,39,6,2,7/7/2020 1:13,Idaho,Jacksonbury,Cash
945,deacf1ba,140,320,7,5,10/8/2021 15:43,Minnesota,South Virginiaside,Credit Card
946,c3554f8f,81,276,10,3,1/20/2024 16:27,Arkansas,South Jeffborough,Credit Card
947,06b09419,69,333,11,5,2/14/2024 21:26,Kentucky,Lake Stacybury,Cash
948,7bf6ce58,103,248,5,5,4/1/2020 20:10,Arkansas,Wrightberg,Debit Card
949,28e432ef,4,22,12,1,12/29/2024 17:16,Georgia,Port Evantown,Cash
950,3a50b419,145,234,7,3,3/23/2020 0:07,Colorado,New Kevinville,Debit Card
951,045c3e19,45,452,11,3,1/16/2023 1:45,Oregon,New Carolyn,Cash
952,14243d84,27,301,10,1,11/15/2025 9:10,Minnesota,Brocktown,Mobile Payment
953,f12a7c5f,15,324,5,2,7/17/2021 19:18,Ohio,Angelafurt,Debit Card
954,15cf9d4e,147,60,1,5,7/23/2024 17:21,Nevada,Kochville,Debit Card
955,a55a8973,145,466,3,5,12/14/2025 0:47,Minnesota,West Jerry,Mobile Payment
956,5c9de552,11,183,3,3,6/20/2025 22:57,North Carolina,Garciaberg,Cash
957,75851f64,91,455,2,5,5/10/2021 14:12,Massachusetts,North Allison,Cash
958,ebfb2ced,113,230,13,1,8/2/2023 23:32,Alabama,Alyssaton,Credit Card
959,44ada22e,127,285,4,2,11/30/2025 20:11,Oregon,Marymouth,Cash
960,ab39aee3,96,349,11,3,10/2/2020 3:29,Wisconsin,Johnstad,Credit Card
961,dd76f0ce,119,6,14,1,6/10/2023 9:45,Connecticut,South Jeffery,Cash
962,ef50825a,79,148,4,2,9/9/2025 23:42,Rhode Island,West Amandaborough,Mobile Payment
963,6d615d2e,86,456,4,2,11/23/2022 15:07,Minnesota,Sydneyfurt,Debit Card
964,14b10d7e,96,457,13,5,9/18/2025 22:18,Maryland,Scottstad,Debit Card
965,196d65da,19,463,8,3,8/3/2024 7:42,Wisconsin,Tylerville,Mobile Payment
966,62e1041b,106,322,11,4,3/20/2022 2:41,Wisconsin,New Shane,Mobile Payment
967,2925522c,51,124,15,1,3/30/2022 7:11,Illinois,Lake Dylan,Mobile Payment
968,d65f4112,3,158,10,1,8/23/2022 23:21,New Jersey,Willisside,Credit Card
969,6192c90c,84,136,4,3,9/17/2024 12:27,North Dakota,Watsonmouth,Credit Card
970,3c61a2bc,64,354,1,2,8/21/2021 8:07,Washington,Garciaville,Debit Card
971,6fe1bbc6,63,289,5,2,6/16/2024 16:05,New York,Port Melissaborough,Cash
972,4fb4e48c,65,303,8,2,2/19/2020 8:51,Indiana,Lake Chad,Debit Card
973,84eb8010,98,178,8,3,3/26/2023 20:16,Oklahoma,East Julieton,Credit Card
974,652bf4b0,143,436,7,5,1/3/2022 8:16,Vermont,North Bradley,Debit Card
975,9b7ed05f,36,210,5,3,10/16/2024 16:38,New Mexico,South Maureenport,Mobile Payment
976,b7094775,115,34,7,3,3/9/2023 14:29,Tennessee,East Martin,Credit Card
977,eacc230c,60,205,6,5,5/4/2023 14:55,Delaware,New Jeffrey,Cash
978,878aac6c,46,235,14,3,11/3/2021 14:14,Missouri,East Dustin,Debit Card
979,54749e8a,14,16,2,2,12/29/2022 10:28,Alabama,Garciastad,Mobile Payment
980,19874f9f,12,154,12,5,4/10/2020 22:38,Alaska,East Dwayne,Mobile Payment
981,68618b17,126,374,9,2,7/22/2020 17:20,Vermont,Seantown,Cash
982,8e7fc862,149,203,8,1,5/30/2024 16:45,Vermont,Port Robert,Credit Card
983,d1a67799,75,164,5,5,8/4/2025 14:33,Rhode Island,Carlosshire,Mobile Payment
984,5c83d21b,6,149,1,1,3/20/2021 2:35,Tennessee,Dawnmouth,Credit Card
985,2c1919f2,109,347,11,1,6/12/2020 13:33,Indiana,New Michaelshire,Credit Card
986,f9987d42,118,441,1,2,1/3/2021 4:01,Florida,South Sarah,Mobile Payment
987,2fd9cf08,68,5,7,4,12/12/2021 4:43,Tennessee,Angelaville,Credit Card
988,ac83d782,66,54,11,3,7/31/2025 12:46,Florida,West Andrea,Credit Card
989,af3c5880,87,221,6,3,10/16/2022 8:49,New York,West Joseph,Credit Card
990,70d9cc84,64,250,5,5,8/3/2022 3:29,Indiana,Kathystad,Debit Card
991,d0d2fe17,70,199,2,2,3/9/2025 17:53,California,West Anthony,Cash
992,a7080b47,41,53,13,2,6/5/2023 0:33,Mississippi,Davidstad,Cash
993,2c402025,76,176,8,4,5/30/2020 7:07,Wisconsin,Port Cassidy,Debit Card
994,27c511b8,75,213,3,1,4/14/2024 20:12,Virginia,South Summer,Credit Card
995,830ba6e1,18,240,9,1,3/3/2022 3:40,Colorado,New Robert,Mobile Payment
996,05024ebe,79,493,2,1,11/7/2021 14:21,Arkansas,Melissaton,Cash
997,58c94b79,14,329,6,5,7/27/2022 12:08,Arizona,Paigeville,Credit Card
998,b09bf6f5,37,213,11,4,2/11/2023 9:18,Colorado,Nolanstad,Mobile Payment
999,e2709eeb,65,167,8,3,8/15/2020 9:50,South Carolina,Brendafort,Credit Card
